"productName","arabicName","productDescription","ardescription","productSubCategoryId","productCategoryId","productPrice","productMrp"
"Aluminum spotlight bulb, yellow, 12 watt Tofel","لمبة سبوت لايت المنيوم لون الانارة اصفر 12 واط توفل","This product is not installed on single bodies, only doubles and triples
<br>There are no reviews for this product.","هذا المنتج لا يركب على الاجرام المفردة فقط الثنائية و الثلاثية
<br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","12.71","20.56"
"Black flashlight with black 14 cm","جرم كشاف اسود مع اسود 14 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","7.41","11.99"
"Aluminum spotlight bulb, white, 12 watt Tofel","لمبة سبوت لايت المنيوم لون الانارة ابيض 12 واط توفل","This product is not installed on single bodies, only doubles and triples. There are no comments for this product.","هذا المنتج لا يركب على الاجرام المفردة فقط الثنائية و الثلاثية<br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","12.71","20.56"
"Aluminum spotlight bulb, sun-cream color, 12 watts, TOEFL","لمبة سبوت لايت المنيوم لون الانارة شمسي كريمي 12 واط توفل","This product is not installed on single bodies, only doubles and triples
<br>There are no reviews for this product.","هذا المنتج لا يركب على الاجرام المفردة فقط الثنائية و الثلاثية
<br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","12.71","20.56"
"Flashlight body, black, anti-glare, movable, 14 cm","جرم كشاف لون اسود متحرك مانع للتوهج 14 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","8.63","13.96"
"GU10 bulb, large aperture, yellow, 14 cm, 15 watts","لمبه GU10 فتحة كبيرة لون الانارة اصفر 14 سم 15 واط","This light bulb has high energy efficiency and a long lasting life of approximately 25,000 hours and emits pure and gentle light, allowing the natural colors of your room to shine and shine.<br>- Bulbs that meet most needs with an innovative, compact design<br>- The product is environmentally friendly, mercury-free, lead-free, and From infrared or ultraviolet rays.<br>- It does not cause heat to the surrounding place and has a long lifespan<br>- Easy to assemble and install<br>- Supports all products and suits all decors<br>There are no comments for this product.","تمتلك لمبة الإضاءة هذه توفير عالي للطاقة وأمد طويل يقارب لما يصل 25,000 ساعة وتنشر إضاءة نقية ولطيفة مما تسمح لألوان غرفتك الطبيعية بالسطوع والاشراق.<br>- مصابيح تلبي معظم الاحتياجات ذات تصميم ابتكاري مدمج<br>- المنتج صديق للبيئة خالي من الزئبق والرصاص وخالية من الأشعة تحت الحمراء أو الأشعة فوق البنفسجية.<br>- لا تسبب حرارة للمكان المحيط وعمرها الافتراضي طويل<br>- سهلة التركيب والتثبيت<br>- تدعم جميع المنتجات وتناسب جميع الديكورات<br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","10.76","17.41"
"Trans bulb, yellow, 9 watt","لمبة بترانس لون الانارة اصفر 9 واط","<br><br>This product is not installed on single bodies, only doubles and triples
<br>There are no reviews for this product.","<br><br>هذا المنتج لا يركب على الاجرام المفردة فقط الثنائية و الثلاثية
<br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","7.76","12.56"
"Trans light bulb, yellow, 12 watts","لمبة بترانس لون الانارة اصفر 12 واط","<br><br>This product cannot be installed on single bodies, only doubles and triples
<br>There are no reviews for this product.","<br><br>هذا المنتج لا يركب على الاجرام المفردة فقط الثنائية و الثلاثية
<br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","7.76","12.56"
"GU10 bulb, lighting color, 3 lights, 6 watts","لمبة GU10 لون الانارة 3اضاءات 6 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","3.73","6.04"
"Single moving spotlight, aluminum lamp frame, 10 cm, GU10, black, mount size: 18 cm.","جرم كشاف مفرد متحرك المينيوم اطار اللمبة 10 سم GU10 اسود مقاس الدفن 18 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","8.97","14.51"
"A single, white, non-glare moving spotlight, 14 cm","جرم كشاف مفرد ابيض متحرك مانع للتوهج 14 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","4.60","7.44"
"Black and white flashlight, 14 cm","جرم كشاف اسود مع ابيض 14 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","7.41","11.99"
"Black anti-glare moving flashlight body, 7 cm","جرم كشاف اسود متحرك مانع للتوهج 7 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","2.88","4.66"
"Aluminum anti-glare moving spotlight, 7 cm","جرم اسبوت متحرك مانع للتوهج المنيوم 7 سم","- It fits well with all types and needs of interior lighting <br>- Creates more consistency in window lighting to give you glare-free light <br>- Design that gives perfect heat transmittance<br>- Safe and sound materials<br>- Made of high quality materials Quality<br>- The ideal solution for lamp replacement <br>There are no reviews for this product.","- يتناسب بشكل جيد مع جميع أنواع واحتياجات الإضاءة الداخلية <br>- يخلق مزيد من التناسق في الانارة النافذة ليمنحك ضوء خالي من الوهج <br>- تصميم يمنح نفاذية حرارة مثالية<br>- مواد امنة وسليمة<br>- مصنوعة من مواد عالية الجودة<br>- الحل المثالي لتبديل المصابيح <br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","13.80","22.33"
