"productName","arabicName","productDescription","ardescription","productSubCategoryId","productCategoryId","productPrice","productMrp"
"Black square four-cylinder cylinder block GU10","جرم سلندر رباعي مربع اسود GU10","Add a modern and elegant touch to your decor with this black square quad cylinder cylinder! <br>There are no reviews for this product.","أضف لمسة عصرية وأنيقة إلى ديكورك مع جرم السلندر الرباعي المربع الأسود! <br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","66.85","108.16"
"Cylinder headlight, black cover, lighting color, white, 15 watts, 11.5 cm","كشاف سلندر غطاء اسود انارة لون الانارة ابيض 15 واط 11.5 سم","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight with a diameter of 11.5 cm and a power of 15 watts, if the cover is black.<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it features warm white ceiling lighting that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and adds an unparalleled aesthetic touch to your spaces.<br>There are no comments for this product.","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 11.5 سم وقوة 15 واط لو الغطاء اسود .<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الابيض الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","9.35","15.13"
"Cylinder headlight, yellow lighting color, 15 watts, 11.5 cm","كشاف سلندر انارة لون الانارة اصفر 15 واط 11.5 سم","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight with a diameter of 11.5 cm and a power of 15 watts, if the cover is white.<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it is characterized by warm yellow ceiling lighting that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and adds an unparalleled aesthetic touch to your spaces.<br>There are no comments for this product.","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 11.5 سم وقوة 15 واط لو الغطاء ابيض .<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الاصفر الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","9.35","15.13"
"Single long black cylindrical hanger cylinder, diameter 60*300 mm","سلندر علاقي اسطواني طويل مفرد اسود قطر 60*300 ملم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","21.85","35.35"
"Black rectangular triple cylinder block GU10","جرم سلندر ثلاثي مستطيل اسود GU10","Add a modern and elegant touch to your decor with the black rectangular triple cylinder cylinder!<br>There are no reviews for this product.","أضف لمسة عصرية وأنيقة إلى ديكورك مع جرم السلندر الثلاثي المستطيل الأسود!<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","50.17","81.18"
"Single long black cylindrical hanger cylinder, diameter 60*400 mm","سلندر علاقي اسطواني طويل مفرد اسود قطر 60*400 ملم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","25.88","41.87"
"Single long black cylindrical hanger cylinder, diameter 55*400 mm","سلندر علاقي اسطواني طويل مفرد اسود قطر 55*400 ملم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","27.67","44.77"
"Square black cylinder head light with GU10 anti-glare reflector","جرم كشاف سلندر اسود مربع بعاكس مانع للتوهج GU10","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","14.38","23.27"
"Black square single cylinder block GU10","جرم سلندر مفرد مربع اسود GU10","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","12.65","20.47"
"Black rectangular triple cylinder block GU10","جرم سلندر ثلاثي مستطيل اسود GU10","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","29.90","48.38"
"Black square cylinder head with reflector","جرم سلندر اسود مربع بعاكس","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","16.68","26.99"
"Black cylindrical cylinder block, GU10 moving frame / diameter 80*85 mm","جرم سلندر اسود اسطواني اطار متحرك GU10 / قطر 80*85 ملم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","14.31","23.15"
"Black cylindrical cylinder block GU10 / diameter 75*105 mm","جرم سلندر اسود اسطواني GU10 / قطر 75*105 ملم","Renew your home decor with a modern touch using a cylinder lamp, as it combines luxury and simplicity<br>Cylinder lamp, black in color, GU10 lamp base - weather-resistant<br>There are no comments for this product.","جدد ديكور منزلك بلمسة عصرية باستخدام جرم كشاف سلندر، حيث يجمع بين الفخامة والبساطة<br>جرم إضاءة سلندر أسود اللون قاعدة الانارة GU10 - مقاوم للعوامل الجوية<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","9.99","16.16"
"Black cylindrical cylinder block GU10 / diameter 60*100 mm","جرم سلندر اسود اسطواني GU10 / قطر 60*100 ملم","Enjoy high-quality lighting with a cylinder spotlight frame, designed to enhance the beauty and functionality of interior spaces<br>Cylinder lighting rod, black in color, GU10 lighting base - weather-resistant<br>There are no comments for this product.","تمتع بإضاءة عالية الجودة مع فريم كشاف سلندر، المصمم لتعزيز جمال وظائف المساحات الداخلية<br>جرم إضاءة سلندر أسود اللون قاعدة الانارة GU10 - مقاوم للعوامل الجوية<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","7.12","11.52"
